DeliveryEntity,ReportingDate,AccruedFeesAmountDebitCreditIndicator,AccruedFeesAmountReportingAmount,AccruedFeesAmountReportingCurrency,AccruedFeesAmountTransactionAmount,AccruedFeesAmountTransactionCurrency,AlternativeLocalReferenceIdentifier,ApprovedLossGivenDefaultRatingDate,ArrangementParticipationType,BaselIIProductType,BookType,BorrowingBaseReportingAmount,BorrowingBaseReportingCurrency,BorrowingBaseTransactionAmount,BorrowingBaseTransactionCurrency,BusinessSegment,ContractStatus,ContractStatusDate,CreditAgreement,CreditAssessmentForDrawDownUnderUnadvisedCreditLimitIndicator,CreditConversionFactor,CreditLimitReportingAmount,CreditLimitReportingCurrency,CreditLimitTransactionAmount,CreditLimitTransactionCurrency,CreditProductProgramSegment,Default,DefaultDate,DefaultEndDate,DownturnLossGivenDefault,EADAmountBeforeApplicationOfConservatismReportingAmount,EADAmountBeforeApplicationOfConservatismReportingCurrency,EADAmountBeforeApplicationOfConservatismTransactionAmount,EADAmountBeforeApplicationOfConservatismTransactionCurrency,EADModelCode,ELBEPercentageBeforeApplicationOfConservatism,ExemptionFromAdvancedInternalRatingBasedApproach,ExposureAtDefaultReportingAmount,ExposureAtDefaultReportingCurrency,FacilityType,Forborne,ForborneDate,GlobalFacilityIdentifier,HighQualityIndicator,Ifrs9RiskStage,IncomeProducingRealEstateFinance,InfrastructuralSupportingFactor,InsuredFlag,LandAcquisitionDevelopmentAndConstructionExposureFinance,LGDMarginOfConservatism,LGDModelCode,LGDPercentageBeforeConservatism,LGDType,LoanLossAllowanceRcoa,LoanLossAllowanceReportingAmount,LoanLossAllowanceReportingCurrency,LoanLossAllowanceTransactionAmount,LoanLossAllowanceTransactionCurrency,LocalFacilityIdentifier,LocalReferenceIdentifier,LossGivenDefaultClass,MaturityDate,NonperformingEndDate,NonperformingStartDate,ParentCreditFacility,ParentCreditFacilitySourceSystemIdentifier,PDMarginOfConservatism,PDModelCode,PDPercentageBeforeConservatism,PensionerFlag,PerformingIndicator,PlNplIndicator,ProbabilityOfDefault,ProductProgram,ProjectFinancePhaseIndicator,ReportingEntity,Revolving,RiskWeightedExposureApproach,SourceSystemIdentifier,SpecialisedLendingType,ThroughTheCycleLossGivenDefault,TradeDate,TypeOfCommitment,UnadvisedCreditLimitReportingAmount,UnadvisedCreditLimitReportingCurrency,UnadvisedCreditLimitTransactionAmount,UnadvisedCreditLimitTransactionCurrency,UndrawnRcoa,UndrawnReportingAmount,UndrawnReportingCurrency,UndrawnTransactionAmount,UndrawnTransactionCurrency
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N0010131128,0010131/N/00101310133,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2023-12-13,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N0010131129,0010131/N/00101310134,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2023-12-13,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,USD,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N001013113,0010131/N/00101310018,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2011-08-31,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N0010131130,0010131/N/00101310135,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2024-02-23,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N0010131131,0010131/N/00101310136,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2024-04-18,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,USD,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N0010131132,0010131/N/00101310137,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2024-04-18,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N0010131133,0010131/N/00101310138,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2024-07-01,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N0010131134,0010131/N/00101310139,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2024-07-15,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N0010131135,0010131/N/00101310140,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2024-07-15,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N0010131136,0010131/N/00101310141,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2024-07-24,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N0010131137,0010131/N/00101310142,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2024-09-16,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N0010131138,0010131/N/00101310143,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2024-11-14,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N001013114,0010131/N/00101310019,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2011-12-12,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N001013115,0010131/N/00101310020,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2011-12-12,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N001013116,0010131/N/00101310021,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2012-01-10,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N001013117,0010131/N/00101310022,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2012-01-10,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N001013118,0010131/N/00101310023,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2012-01-10,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,USD,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N001013119,0010131/N/00101310024,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2012-01-10,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,BCF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,26111010,0,EUR,0,EUR,1N00101312,0010131/N/FUS,null,null,null,null,null,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2006-07-01,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N001013120,0010131/N/00101310013,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2012-05-06,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N001013121,0010131/N/00101310014,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2012-05-06,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N001013122,0010131/N/00101310025,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2012-05-06,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N001013123,0010131/N/00101310026,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2012-05-06,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N001013124,0010131/N/00101310027,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2012-07-25,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N001013125,0010131/N/00101310028,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2012-11-16,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,null,0,EUR,0,EUR,1N001013126,0010131/N/00101310029,null,null,null,null,1N00101312,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2013-07-05,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,26111010,0,EUR,0,EUR,1N000000123,0000001/N/312300EURCC80200,null,null,null,null,null,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2012-06-01,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,26111010,0,EUR,0,EUR,1N000000124,0000001/N/312300EURCC85200,null,null,null,null,null,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2012-06-01,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,26111010,0,EUR,0,EUR,1N000000125,0000001/N/312390EURCC80200,null,null,null,null,null,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2012-06-01,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,26111010,0,EUR,0,EUR,1N000000126,0000001/N/312390EURCC85200,null,null,null,null,null,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2012-06-01,Y,null,null,null,null,null,0,EUR,0,EUR
IHUB-FR1,2024-12-31,D,null,null,null,null,null,null,null,null,BB,null,null,null,null,1161,ACTIVE,null,N,null,null,0,EUR,0,EUR,null,null,null,null,0,null,null,null,null,null,null,null,0,EUR,CF,null,null,null,N,IFRSSTG1,null,N,null,null,null,null,null,null,26111010,0,EUR,0,EUR,1N00000013,0000001/N/000001LR01A,null,null,null,null,null,AAB.SYS.2180,null,null,null,null,null,NPL,null,null,null,810219,N,AIRB,AAB.SYS.2180,null,null,2006-11-15,Y,null,null,null,null,null,0,EUR,0,EUR
