LB_RATING_ID,DATA_TYPE,STATEMENT_TYPE,FITCH_ID,DATE_BALANCE,CURRENT_FINANCIAL_DATA_ID,CURRENCY_ISO,BALANCE_UNIT,CONSOL_DEGREE,ACC_METHOD,TOTAL_ASSETS,TOTAL_ASSETS_PREV_YEAR,CURRENT_EQUITY,EQUITY_PREV_YEAR,ALLOC_CREDIT,PROV_CREDIT,GENERAL_ADMIN_EFFORT,NET_INTEREST_YIELD,OTHER_OPERATING_INCOME,ANNUAL_NET_PROFIT,FX_RATE_EUR_LBR,FX_RATE_EUR_LBR_DATE,FX_RATE_EUR_ANALYST,CUSTOMER_DEPOSITS,TOTAL_ASSETS_2YEARS_AGO,DEACTIVATE_LTD,COM_DEACTIVATE_LTD,NET_PROFIT_PREV,NET_PROFIT_2_AGO,CPI,BALANCE_SHEET_MODIFIED,INCOME_STATEMENT_MODIFIED
666100_100865,2,MODIFIED,115031,2023-12-31T00:00:00Z,115031#10812277#C,MXN,Million,Fully consolidated,IFRS,89.79465141,82.84374261,8.05705542,7.72141149,53.47065582,1.00063413,2.36994822,5.38369875,0.82611423,2.23705692,0.053370023445451296,2023-12-31T00:00:00Z,0.05337,54.93977181,65991.4713,0,null,1.84388013,1392.20982,124.1,1,1
666100_100868,2,ORIGINAL_IMPORT,1001107,2023-12-31T00:00:00Z,1001107#10855538#U,CHF,Million,Not consolidated,National accounting law,3.694636854,3.806820658,0.129409724,0.134469838,2.654298948,0.034236516,0.128871414,0.084191684,0.047048294,0.000215324,1.076623278748533,2023-12-31T00:00:00Z,1.07662,2.013710048,4.513514026,0,null,0.006352058,0.002260902,124.1,0,0
666100_100869,2,ORIGINAL_IMPORT,4303,2023-10-31T00:00:00Z,4303#10789610#C,CAD,Million,Fully consolidated,IFRS,960.50747487,918.72425694,53.55885361,50.89136167,511.24273613,4.33824876,13.02495873,12.45033821,9.5452366,5.12528824,0.6808348396804161,2023-10-31T00:00:00Z,0.68083,458.16250601,806.67734052,0,null,6.92676442,6.77766265,124.4,0,0
666100_100870,2,ORIGINAL_IMPORT,107525,2023-10-31T00:00:00Z,107525#10790801#C,CAD,Million,Fully consolidated,IFRS,880.50109908,775.60085517,52.44910071,48.36480154,446.94991674,2.59191981,14.44653177,12.71858523,7.20250057,2.97999291,0.6808348396804161,2023-10-31T00:00:00Z,0.68083,459.84892192,672.77918525,0,null,9.21639571,5.27915582,124.4,0,0
666100_100871,2,ORIGINAL_IMPORT,100236,2023-10-31T00:00:00Z,100236#10789630#C,CAD,Million,Fully consolidated,IFRS,1365.05870336,1305.30021177,80.1745408,73.64878525,580.59344159,3.40687332,20.7789316,17.10857707,17.92284975,10.12121878,0.6808348396804161,2023-10-31T00:00:00Z,0.68083,621.77003999,1161.71588809,0,null,10.76187981,10.9273215,124.4,0,0
666100_100872,2,ORIGINAL_IMPORT,110728,2023-10-31T00:00:00Z,110728#10790249#C,CAD,Million,Fully consolidated,IFRS,1332.40064992,1305.51058824,76.32580881,75.83288789,609.98759601,4.85840288,20.70063615,20.38677352,12.05545681,7.34070906,0.6808348396804161,2023-10-31T00:00:00Z,0.68083,541.73847349,1176.93175776,0,null,11.86618607,9.73450734,124.4,0,0
666100_100873,2,ORIGINAL_IMPORT,100301,2023-10-31T00:00:00Z,100301#10790216#C,CAD,Million,Fully consolidated,IFRS,664.29876677,642.42914551,36.22900679,34.30157706,360.38850971,2.65659866,9.76922967,8.73164475,7.14735334,3.42661739,0.6808348396804161,2023-10-31T00:00:00Z,0.68083,359.34479732,570.31971689,0,null,4.25042169,4.38863018,124.4,0,0
666100_100875,2,ORIGINAL_IMPORT,102931,2023-12-31T00:00:00Z,102931#10815567#C,DKK,Million,Fully consolidated,IFRS,505.87710115,508.5030874,23.57538685,21.5012937,224.0495493,2.2757206,3.8780082,4.32888635,3.2381127,2.8522973,0.1341475193440723,2023-12-31T00:00:00Z,0.13415,148.75853255,527.9921311,0,null,-0.614407,1.733218,124.1,0,0
666100_100876,2,ORIGINAL_IMPORT,1025922,2023-12-31T00:00:00Z,1025922#10817876#C,NOK,Million,Fully consolidated,IFRS,306.135436,287.773045,23.967344,22.23576,171.829185,0.691975,2.54718,5.490499,1.780623,3.513631,0.08900495134544335,2023-12-31T00:00:00Z,0.089,126.641749,259.812716,0,null,2.975982,2.256595,124.1,0,0
666100_100877,2,ORIGINAL_IMPORT,1461143,2023-10-31T00:00:00Z,1461143#10799185#U,CAD,Million,Not consolidated,IFRS,11.67691533,16.589376112,0.965485023,1.184031453,0.100218176,null,0.423612426,0.162582204,0.341708577,0.058006716,0.6808348396804161,2023-10-31T00:00:00Z,0.68083,7.531477626,16.966760181,1,Loans & advances to customers make up less than 1% of assets,0.019675987,0.027505532,124.4,0,0
666100_100878,2,ORIGINAL_IMPORT,111447,2023-10-31T00:00:00Z,111447#10789609#C,CAD,Million,Fully consolidated,IFRS,288.38460974,274.8783042,16.12069274,14.80532918,148.97649728,0.80610272,3.94949483,2.44145638,4.48258472,2.27056805,0.6808348396804161,2023-10-31T00:00:00Z,0.68083,160.14279011,242.23590985,0,null,2.30324789,2.1378062,124.4,0,0
666100_100879,2,ORIGINAL_IMPORT,1090490,2023-12-31T00:00:00Z,1090490#10824394#C,USD,Million,Fully consolidated,National accounting law,240.69129173426,160.34765335316,29.91160521376,16.79793787322,132.40226193872,2.02867753618,6.21119836552,6.86313139866,1.13247879298,0.38355178874,0.9060227864730798,2023-12-31T00:00:00Z,0.90602,187.1854353176,150.99069646838,0,null,0.92557372364,1.59180284636,124.1,0,0
666100_100880,2,ORIGINAL_IMPORT,100301,2023-10-31T00:00:00Z,100301#10790216#C,CAD,Million,Fully consolidated,IFRS,664.29876677,642.42914551,36.22900679,34.30157706,360.38850971,2.65659866,9.76922967,8.73164475,7.14735334,3.42661739,0.6808348396804161,2023-10-31T00:00:00Z,0.68083,359.34479732,570.31971689,0,null,4.25042169,4.38863018,124.4,0,0
666100_100881,2,ORIGINAL_IMPORT,140883,2022-10-31T00:00:00Z,140883#10620653#U,USD,Million,Not consolidated,National accounting law,21.29921021216,17.51671754592,1.53388360864,1.07300675296,0.2370913232,null,0.06354029312,-0.03561688736,0.10973143232,0.01653745632,1.008323712244579,2022-10-31T00:00:00Z,1.00832,null,0.73491705696,1,Deposits not a main source of funding / loans represent a small portion of assets,0.00161734528,-0.01457425728,119.3,0,0
666100_100882,2,ORIGINAL_IMPORT,1003452,2023-10-31T00:00:00Z,1003452#10820985#U,CAD,Million,Not consolidated,National accounting law,14.91192605227,14.57733623375,0.80849107164,0.79975670357,0.01564343091,0.00001429743,0.01633651585,0.04764720672,0.01615269175,0.03815167071,0.6808348396804161,2023-10-31T00:00:00Z,0.68083,13.72682773866,13.0170338688,0,null,0.03590357005,0.03014647157,124.4,0,0
666100_100883,2,ORIGINAL_IMPORT,1001931,2023-10-31T00:00:00Z,1001931#10799184#U,GBP,Million,Not consolidated,IFRS,61.91061756,61.1079337,2.0213237,1.95702188,9.06151334,0.00962808,0.45515602,0.05547608,0.51579,0.09845858,1.1462040587085718,2023-10-31T00:00:00Z,1.1462,13.24674802,56.36232184,0,null,0.09272758,0.11886094,124.4,0,0
666100_100884,2,ORIGINAL_IMPORT,1007725,2023-10-31T00:00:00Z,1007725#10813132#U,USD,Million,Not consolidated,IFRS,10.967020548,10.443294906,0.84458187,0.780071094,0.412435122,0.00141471,0.033764412,0.097520676,0.00094314,0.05894625,0.9431381980401589,2023-10-31T00:00:00Z,0.94314,1.299081036,10.299466056,0,null,0.018296916,0.01650495,124.4,0,0
666100_100885,2,ORIGINAL_IMPORT,110728,2023-10-31T00:00:00Z,110728#10790249#C,CAD,Million,Fully consolidated,IFRS,1332.40064992,1305.51058824,76.32580881,75.83288789,609.98759601,4.85840288,20.70063615,20.38677352,12.05545681,7.34070906,0.6808348396804161,2023-10-31T00:00:00Z,0.68083,541.73847349,1176.93175776,0,null,11.86618607,9.73450734,124.4,0,0
666100_100886,2,ORIGINAL_IMPORT,100236,2023-10-31T00:00:00Z,100236#10789630#C,CAD,Million,Fully consolidated,IFRS,1365.05870336,1305.30021177,80.1745408,73.64878525,580.59344159,3.40687332,20.7789316,17.10857707,17.92284975,10.12121878,0.6808348396804161,2023-10-31T00:00:00Z,0.68083,621.77003999,1161.71588809,0,null,10.76187981,10.9273215,124.4,0,0
666100_100887,2,ORIGINAL_IMPORT,110728,2023-10-31T00:00:00Z,110728#10790249#C,CAD,Million,Fully consolidated,IFRS,1332.40064992,1305.51058824,76.32580881,75.83288789,609.98759601,4.85840288,20.70063615,20.38677352,12.05545681,7.34070906,0.6808348396804161,2023-10-31T00:00:00Z,0.68083,541.73847349,1176.93175776,0,null,11.86618607,9.73450734,124.4,0,0
666100_100888,2,MODIFIED,1007759,2023-12-31T00:00:00Z,1007759#10822801#C,CAD,Million,Fully consolidated,IFRS,289.164078,276.1765128,23.512443,22.1566659,181.8197595,0.806766,6.9853629,4.8084621,4.4638773,1.5444783,0.6837022476711392,2023-12-31T00:00:00Z,0.6837,149.6215917,271.4870145,0,null,0.8491554,2.0114454,124.1,1,1
666100_100889,2,ORIGINAL_IMPORT,111531,2023-12-31T00:00:00Z,111531#10831245#C,GBP,Million,Fully consolidated,IFRS,698.1651541,711.45370816,46.62583782,45.04361998,501.39814482,4.25884146,12.5412675,15.80949298,5.15143374,6.00481654,1.1532229698951142,2023-12-31T00:00:00Z,1.15322,509.66903866,695.21752378,0,null,5.52853668,5.99905044,124.1,0,0
666100_100890,2,ORIGINAL_IMPORT,null,2023-10-31T00:00:00Z,null,ANG,Million,Fully consolidated,IFRS,1.75710612,1.77538955,0.24479774,0.22614548,0.88498124,0.01559624,0.05379649,0.05595678,0.01954799,0.01870495,0.5268953743855083,2023-10-31T00:00:00Z,0.5269,1.46720574,1.67364516,0,null,0.03461733,0.01680811,124.4,0,0
666100_100891,2,ORIGINAL_IMPORT,1569205,2023-10-31T00:00:00Z,1569205#10831192#U,AWG,Million,Not consolidated,IFRS,0.59225796216,0.59635331168,0.09376809929,0.08634763615,0.35526161543,0.00662769653,0.01829022079,0.01867271889,0.00801464512,0.00734710734,0.5239675873650456,2023-10-31T00:00:00Z,0.52397,0.47804350553,0.53092779763,0,null,0.01175683886,0.01152419618,124.4,0,0
666100_100893,2,ORIGINAL_IMPORT,1025922,2023-12-31T00:00:00Z,1025922#10817876#C,NOK,Million,Fully consolidated,IFRS,306.135436,287.773045,23.967344,22.23576,171.829185,0.691975,2.54718,5.490499,1.780623,3.513631,0.08900495134544335,2023-12-31T00:00:00Z,0.089,126.641749,259.812716,0,null,2.975982,2.256595,124.1,0,0
666100_100894,2,ORIGINAL_IMPORT,102931,2023-12-31T00:00:00Z,102931#10815567#C,DKK,Million,Fully consolidated,IFRS,505.87710115,508.5030874,23.57538685,21.5012937,224.0495493,2.2757206,3.8780082,4.32888635,3.2381127,2.8522973,0.1341475193440723,2023-12-31T00:00:00Z,0.13415,148.75853255,527.9921311,0,null,-0.614407,1.733218,124.1,0,0
666100_100895,2,ORIGINAL_IMPORT,111513,2023-12-31T00:00:00Z,111513#10842643#C,EUR,Million,Fully consolidated,IFRS,99.294,102.503,9.826,9.4827,50.529,2.129,1.4585,2.875,0.764,1.3669,1,2023-12-31T00:00:00Z,1,80.683,104.0101,0,null,0.9231,0.6337,124.1,0,0
666100_100896,2,ORIGINAL_IMPORT,111600,2023-12-31T00:00:00Z,111600#10834827#C,EUR,Million,Fully consolidated,IFRS,94.3798,89.8767,7.2995,5.9368,53.3096,1.5827,2.1872,2.8275,1.116,0.9476,1,2023-12-31T00:00:00Z,1,77.9278,92.9048,0,null,0.1196,0.025,124.1,0,0
666100_100897,2,ORIGINAL_IMPORT,111590,2023-12-31T00:00:00Z,111590#10838441#C,EUR,Million,Fully consolidated,IFRS,74.584,78.113,7.652,6.475,33.223,1.083,1.016,2.267,0.493,1.109,1,2023-12-31T00:00:00Z,1,57.126,83.958,0,null,1.122,0.869,124.1,0,0
666100_100898,2,ORIGINAL_IMPORT,1529578,2023-12-31T00:00:00Z,1529578#10842040#C,EUR,Million,Fully consolidated,IFRS,76.258,74.387,7.331,6.511,37.554,0.811,0.949,1.957,0.534,0.763,1,2023-12-31T00:00:00Z,1,59.491,79.586,0,null,0.864,0.392,124.1,0,0
666100_100899,2,ORIGINAL_IMPORT,112427,2023-12-31T00:00:00Z,112427#10815202#C,PLN,Million,Fully consolidated,IFRS,28.888428,25.5333013,1.586861235,1.26453616,16.948959465,0.57459249,0.54462696,1.209875535,0.398136485,0.132497355,0.2301480081840631,2023-12-31T00:00:00Z,0.23015,24.68275896,23.915784085,0,null,-0.23351019,-0.306536785,124.1,0,0
666100_100900,2,ORIGINAL_IMPORT,114632,2023-12-31T00:00:00Z,114632#10836465#C,EUR,Million,Fully consolidated,IFRS,5.5886,4.8958,0.6579,0.6196,2.911,0.049,0.1579,0.2011,0.0425,0.0626,1,2023-12-31T00:00:00Z,1,4.0312,5.1055,0,null,0.0394,0.0374,124.1,0,0
666100_100901,2,ORIGINAL_IMPORT,1451184,2023-12-31T00:00:00Z,1451184#10818875#C,EUR,Million,Fully consolidated,IFRS,43.5008,45.995,4.4224,3.5116,24.5341,0.9545,0.6931,1.1447,0.3763,0.7482,1,2023-12-31T00:00:00Z,1,28.6179,44.6185,0,null,0.5859,0.1922,124.1,0,0
666100_100902,2,ORIGINAL_IMPORT,107534,2023-12-31T00:00:00Z,107534#10844588#C,EUR,Million,Fully consolidated,IFRS,14.506948,14.518153,1.267733,1.157845,6.179894,0.103546,0.2109,0.354739,0.097293,0.167936,1,2023-12-31T00:00:00Z,1,12.152216,14.358442,0,null,0.031171,0.056191,124.1,0,0
666100_100903,2,ORIGINAL_IMPORT,1475304,2023-12-31T00:00:00Z,1475304#10855797#U,EUR,Million,Not consolidated,IFRS,0.507948,0.429531,0.031871,0.03133,0.321014,0.001728,0.008624,0.006987,0.000109,-0.001242,1,2023-12-31T00:00:00Z,1,0.429743,0.402809,0,null,-0.000284,0.000448,124.1,0,0
666100_100904,2,ORIGINAL_IMPORT,1381310,2023-12-31T00:00:00Z,1381310#10823277#C,EUR,Million,Fully consolidated,IFRS,14.6306,14.4155,1.2901,1.1901,0.7216,0.0009,0.242,0.0597,0.2879,0.0729,1,2023-12-31T00:00:00Z,1,10.5035,17.1995,0,null,0.0654,0.0691,124.1,0,0
666100_100905,2,ORIGINAL_IMPORT,1325031,2023-12-31T00:00:00Z,1325031#10831697#C,EUR,Million,Fully consolidated,IFRS,63.7124,66.588,6.4848,6.1991,46.523,0.6561,0.739,1.2661,0.3157,0.5119,1,2023-12-31T00:00:00Z,1,48.8338,65.8047,0,null,0.3314,0.2184,124.1,0,0
666100_100906,2,ORIGINAL_IMPORT,1001061,2023-12-31T00:00:00Z,1001061#10815960#C,EUR,Million,Fully consolidated,IFRS,113.0116,107.507,5.3229,4.905,74.1994,1.1117,1.0805,2.2288,0.4313,0.8448,1,2023-12-31T00:00:00Z,1,81.006,107.5841,0,null,0.5602,1.3331,124.1,0,0
666100_100907,2,MODIFIED,111607,2023-12-31T00:00:00Z,111607#10816819#C,MXN,Million,Fully consolidated,IFRS,97.80340698,98.42329953,8.55622503,8.87585796,44.77342725,1.42663347,2.5436142,4.58869923,1.2088305,1.55082546,0.053370023445451296,2023-12-31T00:00:00Z,0.05337,47.07623601,89566.22781,0,null,1.41302412,1.11014937,124.1,1,1
666100_100908,2,ORIGINAL_IMPORT,112153,2023-12-31T00:00:00Z,112153#10818771#C,EUR,Million,Fully consolidated,IFRS,1797.062,1734.659,104.241,97.585,992.165,22.788,25.863,43.832,13.571,12.183,1,2023-12-31T00:00:00Z,1,968.248,1595.835,0,null,10.764,9.653,124.1,0,0
666100_100909,2,ORIGINAL_IMPORT,111691,2023-12-31T00:00:00Z,111691#10822724#C,CLP,Million,Fully consolidated,IFRS,72.98362464,70.20954212,4.62664979,4.36552316,40.88555542,1.18860867,0.95170043,1.15508114,0.85444474,0.52613842,0.001030689836017607,2023-12-31T00:00:00Z,0.00103,30.56604104,65.54412931,0,null,0.84857271,0.81256082,124.1,0,0
666100_100910,2,ORIGINAL_IMPORT,1047648,2022-12-31T00:00:00Z,1047648#10649171#C,EUR,Million,Fully consolidated,IFRS,55.7782,56.1666,3.6081,4.2509,39.6252,0.9413,0.5491,0.7831,0.5511,0.5866,1,2022-12-31T00:00:00Z,1,39.0616,54.4034,0,null,0.2705,0.2577,120.5,0,0
666100_100911,2,ORIGINAL_IMPORT,1104373,2023-12-31T00:00:00Z,1104373#10824237#C,BRL,Million,Fully consolidated,IFRS,208.312347,184.002705,21.452979,20.668797,96.71578,6.273456,4.817118,8.756699,3.510148,1.773745,0.18671259796576622,2023-12-31T00:00:00Z,0.18671,90.591692,173.864352,0,null,2.669953,2.912676,124.1,0,0
666100_100912,2,ORIGINAL_IMPORT,115064,2023-12-31T00:00:00Z,115064#10818784#C,PLN,Million,Fully consolidated,IFRS,63.671434785,59.26758358,7.75398365,6.551288795,36.713528,1.309990785,1.25606664,3.02127111,0.07834306,1.13873617,0.2301480081840631,2023-12-31T00:00:00Z,0.23015,48.165170595,55.930431595,0,null,0.69247532,0.28823986,124.1,0,0
666100_100913,2,ORIGINAL_IMPORT,111528,2023-12-31T00:00:00Z,111528#10830004#C,GBP,Million,Fully consolidated,IFRS,317.65214256,328.91333586,16.86353606,16.61444054,239.27123882,1.0782607,3.2174838,5.37169876,0.50511036,1.77711202,1.1532229698951142,2023-12-31T00:00:00Z,1.15322,220.092037,331.08715556,0,null,1.60758868,1.59605648,124.1,0,0
666100_100914,2,ORIGINAL_IMPORT,1125930,2023-12-31T00:00:00Z,1125930#10820930#U,EUR,Million,Not consolidated,National accounting law,53.2248,53.6102,3.3933,3.3183,35.8531,null,0.7161,0.9713,0.2493,0.2636,1,2023-12-31T00:00:00Z,1,31.3569,55.5982,0,null,0.4441,0.5327,124.1,0,0
666100_100916,2,ORIGINAL_IMPORT,112204,2023-12-31T00:00:00Z,112204#10823337#C,EUR,Million,Fully consolidated,IFRS,71.06,73.168,4.091,3.708,50.847,0.182,0.809,1.303,0.111,0.431,1,2023-12-31T00:00:00Z,1,54.557,72.081,0,null,0.191,0.162,124.1,0,0
666100_100917,2,ORIGINAL_IMPORT,106599,2023-12-31T00:00:00Z,106599#10819439#C,EUR,Million,Fully consolidated,IFRS,235.173,251.2412,13.8792,13.0861,152.2781,3.199,3.0723,4.7316,1.1047,1.3336,1,2023-12-31T00:00:00Z,1,160.1304,251.9466,0,null,0.9001,0.5387,124.1,0,0
666100_100918,2,ORIGINAL_IMPORT,1186810,2023-12-31T00:00:00Z,1186810#10818778#C,EUR,Million,Fully consolidated,IFRS,607.167,598.85,36.339,33.707,344.046,7.319,5.854,10.139,4.019,4.818,1,2023-12-31T00:00:00Z,1,388.629,680.036,0,null,3.133,5.229,124.1,0,0
666100_100919,2,ORIGINAL_IMPORT,112347,2023-12-31T00:00:00Z,112347#10817335#C,EUR,Million,Fully consolidated,IFRS,775.558,712.092,55.265,50.517,378.408,11.269,12.564,22.788,6.775,8.416,1,2023-12-31T00:00:00Z,1,410.044,662.885,0,null,6.763,5.618,124.1,0,0
666100_100921,2,ORIGINAL_IMPORT,100941,2023-12-31T00:00:00Z,100941#10832864#C,EUR,Million,Fully consolidated,IFRS,975.636,967.861,41.135,43.05,642.782,5.621,11.562,15.914,6.491,7.392,1,2023-12-31T00:00:00Z,1,702.12,951.317,0,null,3.769,4.898,124.1,0,0
666100_100922,2,ORIGINAL_IMPORT,111503,2023-09-30T00:00:00Z,111503#10766813#C,AUD,Million,Fully consolidated,IFRS,672.99276727,660.63352463,42.05379558,40.40301647,430.61056818,2.15763462,6.13763689,10.08539025,2.39372098,4.37672471,0.6084723692697114,2023-09-30T00:00:00Z,0.60847,393.923478,595.60511879,0,null,4.3323064,3.75000061,124.4,0,0
666100_100923,2,MODIFIED,111608,2023-12-31T00:00:00Z,111608#10815520#C,MXN,Million,Fully consolidated,IFRS,158.00679504,146.95968537,17.53711515,16.01276121,86.59191771,2.94575715,4.32697275,10.68905034,2.45806209,4.67542548,0.053370023445451296,2023-12-31T00:00:00Z,0.05337,93.50792253,130941.42705,0,null,4.0844061,3216.07529271,124.1,1,1
666100_100924,2,ORIGINAL_IMPORT,111954,2023-12-31T00:00:00Z,111954#10824093#C,TRY,Million,Fully consolidated,IFRS,67.47399617008,40.03607015192,7.51574706384,4.69431223936,36.40787374048,null,1.62883385936,2.46208580984,2.59559057104,2.65420709712,0.03063921678808478,2023-12-31T00:00:00Z,0.03064,49.091872962,26.092069564,0,null,1.78174201336,0.41604790568,124.1,0,0
666100_100925,2,ORIGINAL_IMPORT,112066,2023-12-31T00:00:00Z,112066#10819819#C,EUR,Million,Fully consolidated,IFRS,963.57,975.683,64.127,61.821,407.041,7.36,14.047,15.13,10.894,7.752,1,2023-12-31T00:00:00Z,1,427.303,1069.003,0,null,4.377,4.043,124.1,0,0
