RatingID,AnnualTurnover,AnnualTurnoverDirect,AnnualTurnoverLBR,TotalAssets,TotalAssetsDirect,TotalAssetsLBR,TurnoverSource,AssetsSource
362211.0,null,null,null,null,null,null,None,None
2802952.0,null,null,null,null,null,null,None,None
2096345.0,null,null,null,null,null,null,None,None
2936371.0,null,null,null,null,null,null,None,None
2839282.0,null,null,null,null,null,null,None,None
1888472.0,null,null,null,null,null,null,None,None
2918819.0,null,null,null,null,null,null,None,None
2917210.0,null,null,null,null,null,null,None,None
341691.0,null,null,null,null,null,null,None,None
1103276.0,null,null,null,null,null,null,None,None
1776770.0,null,null,null,null,null,null,None,None
2744074.0,129511000,129511000,null,43811000,43811000,null,Direct,Direct
2780940.0,null,null,null,null,null,null,None,None
352348.0,null,null,null,null,null,null,None,None
2939535.0,21046000,21046000,null,14020000,14020000,null,Direct,Direct
2907914.0,null,null,null,null,null,null,None,None
2907733.0,null,null,null,null,null,null,None,None
1077350.0,null,null,null,null,null,null,None,None
2742658.0,null,null,null,null,null,null,None,None
2915986.0,10647000,10647000,null,3157000,3157000,null,Direct,Direct
356088.0,null,null,null,null,null,null,None,None
2797989.0,null,null,null,null,null,null,None,None
2912732.0,null,null,null,null,null,null,None,None
2930381.0,null,null,null,null,null,null,None,None
2796795.0,null,null,null,null,null,null,None,None
2861332.0,null,null,null,33114000,33114000,null,None,Direct
2867114.0,18782000,18782000,null,2409000,2409000,null,Direct,Direct
2039991.0,null,null,null,null,null,null,None,None
2917216.0,null,null,null,null,null,null,None,None
2875577.0,null,null,null,null,null,null,None,None
2870234.0,29583861971.7447,29583861971.7447,null,102160489024.729,102160489024.729,null,Direct,Direct
2868022.0,null,null,null,null,null,null,None,None
2914624.0,null,null,null,null,null,null,None,None
1263356.0,null,null,null,null,null,null,None,None
2925276.0,9242000,9242000,null,6204000,6204000,null,Direct,Direct
2808731.0,null,null,null,null,null,null,None,None
2890001.0,null,null,null,null,null,null,None,None
2931248.0,null,null,null,null,null,null,None,None
2853692.0,null,null,null,null,null,null,None,None
2907447.0,null,null,null,null,null,null,None,None
899483.0,null,null,null,null,null,null,None,None
352312.0,null,null,null,null,null,null,None,None
2907997.0,null,null,null,null,null,null,None,None
2861456.0,null,null,null,null,null,null,None,None
2953504.0,null,null,null,null,null,null,None,None
2745844.0,null,null,null,null,null,null,None,None
355995.0,null,null,null,null,null,null,None,None
2939605.0,10918000,10918000,null,6126000,6126000,null,Direct,Direct
2924909.0,648000,648000,null,4722000,4722000,null,Direct,Direct
2941474.0,35923000,35923000,null,17083000,17083000,null,Direct,Direct
2887321.0,5840000,5840000,null,4249000,4249000,null,Direct,Direct
937605.0,null,null,null,null,null,null,None,None
773735.0,null,null,null,null,null,null,None,None
2907969.0,null,null,null,null,null,null,None,None
2932464.0,null,null,null,null,null,null,None,None
2860023.0,null,null,null,null,null,null,None,None
2934198.0,6289000,6289000,null,17468000,17468000,null,Direct,Direct
2937137.0,null,null,null,null,null,null,None,None
2959239.0,null,null,null,null,null,null,None,None
2909617.0,null,null,null,null,null,null,None,None
2895228.0,null,null,null,null,null,null,None,None
2807802.0,null,null,null,null,null,null,None,None
2960159.0,null,null,null,null,null,null,None,None
2782546.0,null,null,null,null,null,null,None,None
2744465.0,null,null,null,null,null,null,None,None
2847382.0,1112305000,1112305000,null,463010000,463010000,null,Direct,Direct
2932425.0,null,null,null,null,null,null,None,None
342630.0,null,null,null,null,null,null,None,None
2947855.0,null,null,null,null,null,null,None,None
2880900.0,null,null,null,null,null,null,None,None
2856387.0,null,null,null,null,null,null,None,None
2853190.0,null,null,null,null,null,null,None,None
2899957.0,1812000,1812000,null,1799000,1799000,null,Direct,Direct
2917768.0,null,null,null,null,null,null,None,None
2890228.0,null,null,null,null,null,null,None,None
2936686.0,null,null,null,null,null,null,None,None
2903734.0,14891000,14891000,null,12222000,12222000,null,Direct,Direct
2450370.0,null,null,null,null,null,null,None,None
2864886.0,null,null,null,null,null,null,None,None
2958599.0,19773000,19773000,null,14773000,14773000,null,Direct,Direct
2836987.0,null,null,null,null,null,null,None,None
2818118.0,null,null,null,null,null,null,None,None
2939019.0,null,null,null,null,null,null,None,None
370604.0,null,null,null,null,null,null,None,None
2889685.0,null,null,null,null,null,null,None,None
2918759.0,null,null,null,null,null,null,None,None
1399464.0,null,null,null,null,null,null,None,None
2889164.0,9042000,9042000,null,11901000,11901000,null,Direct,Direct
1284793.0,null,null,null,null,null,null,None,None
2726674.0,null,null,null,null,null,null,None,None
2903606.0,1048241000,1048241000,null,574325000,574325000,null,Direct,Direct
759540.0,null,null,null,null,null,null,None,None
2884166.0,null,null,null,null,null,null,None,None
2774295.0,null,null,null,null,null,null,None,None
2923852.0,null,null,null,null,null,null,None,None
781006.0,null,null,null,null,null,null,None,None
2917018.0,null,null,null,null,null,null,None,None
2874462.0,8092000,8092000,null,3871000,3871000,null,Direct,Direct
1776923.0,null,null,null,null,null,null,None,None
1927853.0,null,null,null,null,null,null,None,None
2938288.0,null,null,null,null,null,null,None,None
2844606.0,null,null,null,null,null,null,None,None
2877478.0,null,null,null,null,null,null,None,None
2856001.0,13564000,13564000,null,16163000,16163000,null,Direct,Direct
2844928.0,null,null,null,null,null,null,None,None
2803716.0,null,null,null,null,null,null,None,None
2906703.0,null,null,null,null,null,null,None,None
2899101.0,null,null,null,null,null,null,None,None
2907995.0,null,null,null,null,null,null,None,None
2827631.0,null,null,null,null,null,null,None,None
2946403.0,5147000,5147000,null,4090000,4090000,null,Direct,Direct
2860525.0,null,null,null,null,null,null,None,None
2833055.0,null,null,null,null,null,null,None,None
2937893.0,null,null,null,null,null,null,None,None
2913756.0,null,null,null,null,null,null,None,None
2891794.0,null,null,null,null,null,null,None,None
2844471.0,null,null,null,null,null,null,None,None
1020380.0,null,null,null,null,null,null,None,None
2956885.0,null,null,null,null,null,null,None,None
2929495.0,8665000,8665000,null,42172000,42172000,null,Direct,Direct
2955419.0,null,null,null,null,null,null,None,None
2861372.0,null,null,null,null,null,null,None,None
2948309.0,473501000,473501000,null,368803000,368803000,null,Direct,Direct
2769527.0,null,null,null,null,null,null,None,None
971698.0,null,null,null,null,null,null,None,None
2897565.0,null,null,null,null,null,null,None,None
2950283.0,null,null,null,null,null,null,None,None
2930648.0,null,null,null,null,null,null,None,None
2876335.0,null,null,null,null,null,null,None,None
666729.0,null,null,null,null,null,null,None,None
2437158.0,null,null,null,null,null,null,None,None
2198467.0,null,null,null,null,null,null,None,None
2942197.0,null,null,null,null,null,null,None,None
2868056.0,null,null,null,null,null,null,None,None
575637.0,null,null,null,null,null,null,None,None
2815482.0,null,null,null,null,null,null,None,None
2876368.0,null,null,null,null,null,null,None,None
2956705.0,null,null,null,null,null,null,None,None
2891200.0,null,null,null,null,null,null,None,None
2887608.0,null,null,null,null,null,null,None,None
1394736.0,null,null,null,null,null,null,None,None
2907830.0,null,null,null,null,null,null,None,None
2916215.0,null,null,null,null,null,null,None,None
2886397.0,null,null,null,null,null,null,None,None
2912200.0,null,null,null,null,null,null,None,None
2939874.0,null,null,null,null,null,null,None,None
2778839.0,null,null,null,null,null,null,None,None
1378571.0,null,null,null,null,null,null,None,None
2926869.0,334639000,334639000,null,21625000,21625000,null,Direct,Direct
1777127.0,null,null,null,null,null,null,None,None
2943058.0,null,null,null,null,null,null,None,None
2162356.0,null,null,null,null,null,null,None,None
2879476.0,null,null,null,null,null,null,None,None
2869167.0,null,null,null,null,null,null,None,None
315787.0,null,null,null,null,null,null,None,None
2952018.0,null,null,null,null,null,null,None,None
2873836.0,null,null,null,null,null,null,None,None
2928989.0,null,null,null,null,null,null,None,None
2960444.0,null,null,null,null,null,null,None,None
349020.0,null,null,null,null,null,null,None,None
2951446.0,null,null,null,null,null,null,None,None
1169172.0,null,null,null,null,null,null,None,None
2894196.0,null,null,null,null,null,null,None,None
2826370.0,null,null,null,null,null,null,None,None
2899792.0,null,null,null,null,null,null,None,None
2876608.0,null,null,null,null,null,null,None,None
2934777.0,251606000,251606000,null,142630000,142630000,null,Direct,Direct
2785908.0,9734000,9734000,null,4252000,4252000,null,Direct,Direct
2918710.0,null,null,null,null,null,null,None,None
2902631.0,null,null,null,null,null,null,None,None
2788678.0,null,null,null,null,null,null,None,None
2940796.0,null,null,null,null,null,null,None,None
2914822.0,null,null,null,null,null,null,None,None
2947306.0,null,null,null,null,null,null,None,None
2925659.0,null,null,null,null,null,null,None,None
2862790.0,85992000,85992000,null,15265000,15265000,null,Direct,Direct
2936643.0,null,null,null,null,null,null,None,None
1888524.0,null,null,null,null,null,null,None,None
2955754.0,null,null,null,null,null,null,None,None
2936480.0,null,null,null,null,null,null,None,None
2553391.0,null,null,null,null,null,null,None,None
2937159.0,null,null,null,null,null,null,None,None
1897712.0,null,null,null,null,null,null,None,None
2773545.0,null,null,null,null,null,null,None,None
2944875.0,null,null,null,null,null,null,None,None
971651.0,null,null,null,null,null,null,None,None
971683.0,null,null,null,null,null,null,None,None
777353.0,null,null,null,null,null,null,None,None
2873419.0,null,null,null,null,null,null,None,None
2912915.0,null,null,null,905409000,905409000,null,None,Direct
2950375.0,65617000,65617000,null,50591000,50591000,null,Direct,Direct
759482.0,null,null,null,null,null,null,None,None
2927264.0,null,null,null,null,null,null,None,None
2925441.0,184821000,184821000,null,114976000,114976000,null,Direct,Direct
2437733.0,null,null,null,null,null,null,None,None
769849.0,null,null,null,null,null,null,None,None
2175560.0,null,null,null,null,null,null,None,None
2782367.0,null,null,null,null,null,null,None,None
2900587.0,35400000,35400000,null,12247000,12247000,null,Direct,Direct
2917666.0,null,null,null,null,null,null,None,None
2860263.0,null,null,null,null,null,null,None,None
2935395.0,null,null,null,null,null,null,None,None
2858768.0,null,null,null,null,null,null,None,None
2914625.0,null,null,null,null,null,null,None,None
2869818.0,587000,587000,null,4121000,4121000,null,Direct,Direct
2920297.0,null,null,null,null,null,null,None,None
2889596.0,null,null,null,null,null,null,None,None
2959997.0,null,null,null,null,null,null,None,None
773723.0,null,null,null,null,null,null,None,None
348749.0,null,null,null,null,null,null,None,None
1642378.0,null,null,null,null,null,null,None,None
2907561.0,105594000,105594000,null,55018000,55018000,null,Direct,Direct
2921455.0,null,null,null,null,null,null,None,None
2875951.0,null,null,null,null,null,null,None,None
2897689.0,3.84940317832E9,null,3.84940317832E9,5.683240410464E10,null,5.683240410464E10,LBR,LBR
2228516.0,null,null,null,null,null,null,None,None
2934864.0,null,null,null,null,null,null,None,None
2249712.0,null,null,null,null,null,null,None,None
2898007.0,14119000,14119000,null,7039000,7039000,null,Direct,Direct
2894013.0,16729490361.9258,16729490361.9258,null,1698353234347.42,1698353234347.42,null,Direct,Direct
2932649.0,null,null,null,null,null,null,None,None
2876307.0,null,null,null,null,null,null,None,None
2870566.0,null,null,null,null,null,null,None,None
2925879.0,null,null,null,null,null,null,None,None
2855841.0,null,null,null,null,null,null,None,None
2146001.0,null,null,null,null,null,null,None,None
2844445.0,322451140.065147,322451140.065147,null,1120033478.10351,1120033478.10351,null,Direct,Direct
372383.0,null,null,null,null,null,null,None,None
2808081.0,null,null,null,null,null,null,None,None
2884161.0,null,null,null,null,null,null,None,None
1293610.0,null,null,null,null,null,null,None,None
642687.0,null,null,null,null,null,null,None,None
2939189.0,636000,636000,null,2884000,2884000,null,Direct,Direct
2835507.0,4931205779.16492,4931205779.16492,null,13256409909.9708,13256409909.9708,null,Direct,Direct
2877572.0,null,null,null,null,null,null,None,None
2956326.0,null,null,null,null,null,null,None,None
2955781.0,null,null,null,null,null,null,None,None
2907908.0,null,null,null,null,null,null,None,None
2875235.0,null,null,null,null,null,null,None,None
349028.0,null,null,null,null,null,null,None,None
2923267.0,null,null,null,null,null,null,None,None
2517560.0,null,null,null,null,null,null,None,None
2938277.0,null,null,null,null,null,null,None,None
2886626.0,null,null,null,null,null,null,None,None
2872301.0,null,null,null,null,null,null,None,None
351212.0,null,null,null,null,null,null,None,None
2887253.0,2968000,2968000,null,6730000,6730000,null,Direct,Direct
2955953.0,null,null,null,null,null,null,None,None
2934996.0,null,null,null,null,null,null,None,None
755323.0,null,null,null,null,null,null,None,None
2913608.0,null,null,null,null,null,null,None,None
2945021.0,null,null,null,null,null,null,None,None
2887891.0,512935215.345639,512935215.345639,null,468633715.798764,468633715.798764,null,Direct,Direct
208128.0,null,null,null,null,null,null,None,None
329746.0,null,null,null,null,null,null,None,None
2832831.0,null,null,null,null,null,null,None,None
2871227.0,58276000,58276000,null,125657000,125657000,null,Direct,Direct
746929.0,null,null,null,null,null,null,None,None
2950408.0,null,null,null,null,null,null,None,None
2145499.0,null,null,null,null,null,null,None,None
2870098.0,42818382884.1345,42818382884.1345,null,201877202926.739,201877202926.739,null,Direct,Direct
2760336.0,null,null,null,null,null,null,None,None
2942873.0,1.2116774000000002E9,null,1.2116774000000002E9,4.51554996E10,null,4.51554996E10,LBR,LBR
352327.0,null,null,null,null,null,null,None,None
938131.0,null,null,null,null,null,null,None,None
1088871.0,null,null,null,null,null,null,None,None
2865083.0,null,null,null,null,null,null,None,None
2816577.0,null,null,null,null,null,null,None,None
2924544.0,null,null,null,null,null,null,None,None
2825368.0,null,null,null,null,null,null,None,None
2731599.0,null,null,null,null,null,null,None,None
2822791.0,null,null,null,null,null,null,None,None
2943394.0,null,null,null,null,null,null,None,None
2920463.0,null,null,null,null,null,null,None,None
350650.0,null,null,null,null,null,null,None,None
850844.0,null,null,null,null,null,null,None,None
2784306.0,null,null,null,null,null,null,None,None
1066467.0,null,null,null,null,null,null,None,None
2858978.0,null,null,null,null,null,null,None,None
2915808.0,null,null,null,null,null,null,None,None
929319.0,null,null,null,null,null,null,None,None
2831552.0,null,null,null,null,null,null,None,None
2947893.0,null,null,null,null,null,null,None,None
1889141.0,null,null,null,null,null,null,None,None
2839398.0,null,null,null,null,null,null,None,None
2956915.0,null,null,null,null,null,null,None,None
2076707.0,null,null,null,null,null,null,None,None
2811946.0,864504614.231508,864504614.231508,null,163249168.501429,163249168.501429,null,Direct,Direct
2768403.0,null,null,null,null,null,null,None,None
2854433.0,2.5120000000000003E8,null,2.5120000000000003E8,1.02824E10,null,1.02824E10,LBR,LBR
2595475.0,null,null,null,null,null,null,None,None
2862756.0,null,null,null,null,null,null,None,None
2506047.0,null,null,null,null,null,null,None,None
2954314.0,null,null,null,null,null,null,None,None
2944830.0,null,null,null,null,null,null,None,None
2932697.0,null,null,null,null,null,null,None,None
2747991.0,null,null,null,null,null,null,None,None
2922189.0,null,null,null,null,null,null,None,None
2852090.0,0,0,null,0,0,null,Direct,Direct
2899099.0,null,null,null,null,null,null,None,None
2793625.0,null,null,null,null,null,null,None,None
2924644.0,null,null,null,null,null,null,None,None
2908541.0,null,null,null,null,null,null,None,None
2905981.0,null,null,null,null,null,null,None,None
2951428.0,13243000,13243000,null,7082000,7082000,null,Direct,Direct
2888381.0,null,null,null,null,null,null,None,None
2890768.0,null,null,null,14627251000,14627251000,null,None,Direct
2052653.0,null,null,null,null,null,null,None,None
2923213.0,null,null,null,null,null,null,None,None
2838070.0,1250000,1250000,null,1594000,1594000,null,Direct,Direct
2864476.0,20940161196.4083,20940161196.4083,null,23586613956.0541,23586613956.0541,null,Direct,Direct
2850331.0,null,null,null,null,null,null,None,None
2873276.0,null,null,null,null,null,null,None,None
2519587.0,null,null,null,null,null,null,None,None
2873329.0,null,null,null,null,null,null,None,None
2908962.0,4232000,4232000,null,1740000,1740000,null,Direct,Direct
2773318.0,null,null,null,null,null,null,None,None
2905972.0,null,null,null,null,null,null,None,None
2775996.0,null,null,null,null,null,null,None,None
2063732.0,null,null,null,null,null,null,None,None
2906370.0,null,null,null,null,null,null,None,None
2917942.0,null,null,null,null,null,null,None,None
2894879.0,null,null,null,null,null,null,None,None
2780252.0,null,null,null,null,null,null,None,None
2930959.0,null,null,null,null,null,null,None,None
2763787.0,null,null,null,null,null,null,None,None
2946274.0,null,null,null,null,null,null,None,None
2954876.0,null,null,null,null,null,null,None,None
2912830.0,null,null,null,null,null,null,None,None
2818566.0,null,null,null,null,null,null,None,None
2917334.0,null,null,null,null,null,null,None,None
2909950.0,null,null,null,null,null,null,None,None
2314297.0,null,null,null,null,null,null,None,None
2872149.0,null,null,null,null,null,null,None,None
2854141.0,9814000,9814000,null,13110000,13110000,null,Direct,Direct
2889371.0,4037101232.02323,4037101232.02323,null,55775425262.3959,55775425262.3959,null,Direct,Direct
2889201.0,null,null,null,39298000,39298000,null,None,Direct
2941698.0,null,null,null,null,null,null,None,None
2934024.0,null,null,null,null,null,null,None,None
1466834.0,null,null,null,null,null,null,None,None
2798113.0,null,null,null,null,null,null,None,None
773391.0,null,null,null,null,null,null,None,None
2940747.0,null,null,null,null,null,null,None,None
2914357.0,null,null,null,null,null,null,None,None
2651382.0,null,null,null,null,null,null,None,None
2939369.0,null,null,null,null,null,null,None,None
2953396.0,null,null,null,null,null,null,None,None
2934086.0,null,null,null,null,null,null,None,None
2720219.0,null,null,null,null,null,null,None,None
2922423.0,null,null,null,null,null,null,None,None
2844987.0,null,null,null,null,null,null,None,None
2927761.0,7779000,7779000,null,7563000,7563000,null,Direct,Direct
2895413.0,null,null,null,null,null,null,None,None
2926135.0,17857000,17857000,null,19497000,19497000,null,Direct,Direct
2860699.0,null,null,null,null,null,null,None,None
1794477.0,null,null,null,null,null,null,None,None
2922461.0,null,null,null,null,null,null,None,None
2954714.0,null,null,null,null,null,null,None,None
2812933.0,null,null,null,null,null,null,None,None
2778231.0,null,null,null,null,null,null,None,None
2500642.0,null,null,null,null,null,null,None,None
2848360.0,null,null,null,null,null,null,None,None
2886825.0,null,null,null,null,null,null,None,None
2308967.0,null,null,null,null,null,null,None,None
2929786.0,null,null,null,null,null,null,None,None
2906894.0,null,null,null,null,null,null,None,None
351469.0,null,null,null,null,null,null,None,None
2889315.0,null,null,null,null,null,null,None,None
2888996.0,null,null,null,4167856134.15711,4167856134.15711,null,None,Direct
2938252.0,null,null,null,null,null,null,None,None
1609673.0,null,null,null,null,null,null,None,None
2932803.0,23440000,23440000,null,15659000,15659000,null,Direct,Direct
372029.0,null,null,null,null,null,null,None,None
2921110.0,null,null,null,null,null,null,None,None
2563873.0,null,null,null,null,null,null,None,None
2905884.0,null,null,null,null,null,null,None,None
750558.0,null,null,null,null,null,null,None,None
2934937.0,9262000,9262000,null,5049000,5049000,null,Direct,Direct
341037.0,null,null,null,null,null,null,None,None
2881805.0,null,null,null,null,null,null,None,None
2898791.0,217281333.33333334,217281333.33333334,null,194456000,194456000,null,Direct,Direct
2688728.0,null,null,null,null,null,null,None,None
2806649.0,5878000,5878000,null,3502000,3502000,null,Direct,Direct
2907263.0,null,null,null,null,null,null,None,None
2900022.0,null,null,null,null,null,null,None,None
2876544.0,null,null,null,null,null,null,None,None
2954608.0,2950000,2950000,null,4144000,4144000,null,Direct,Direct
1516530.0,null,null,null,null,null,null,None,None
2910645.0,null,null,null,null,null,null,None,None
2923591.0,null,null,null,null,null,null,None,None
2830245.0,null,null,null,null,null,null,None,None
2826853.0,null,null,null,null,null,null,None,None
2920543.0,null,null,null,null,null,null,None,None
2817002.0,null,null,null,null,null,null,None,None
975879.0,null,null,null,null,null,null,None,None
2941957.0,null,null,null,null,null,null,None,None
1888872.0,null,null,null,null,null,null,None,None
2934504.0,null,null,null,null,null,null,None,None
2775746.0,null,null,null,null,null,null,None,None
772621.0,null,null,null,null,null,null,None,None
338501.0,null,null,null,null,null,null,None,None
362740.0,null,null,null,null,null,null,None,None
2907702.0,null,null,null,null,null,null,None,None
2750628.0,null,null,null,null,null,null,None,None
2846987.0,null,null,null,null,null,null,None,None
2913081.0,null,null,null,null,null,null,None,None
2923144.0,null,null,null,null,null,null,None,None
755896.0,null,null,null,null,null,null,None,None
2944064.0,null,null,null,null,null,null,None,None
324845.0,null,null,null,null,null,null,None,None
2875572.0,null,null,null,null,null,null,None,None
2896104.0,null,null,null,null,null,null,None,None
2901736.0,null,null,null,null,null,null,None,None
2853343.0,null,null,null,null,null,null,None,None
2879909.0,null,null,null,null,null,null,None,None
1085964.0,null,null,null,null,null,null,None,None
2869729.0,64942000000,64942000000,null,312405000000,312405000000,null,Direct,Direct
2922372.0,null,null,null,null,null,null,None,None
208536.0,null,null,null,null,null,null,None,None
2939367.0,null,null,null,null,null,null,None,None
2941787.0,null,null,null,null,null,null,None,None
2848072.0,null,null,null,null,null,null,None,None
2818380.0,0,0,null,75481000,75481000,null,Direct,Direct
1534719.0,null,null,null,null,null,null,None,None
2797707.0,null,null,null,null,null,null,None,None
2956901.0,null,null,null,null,null,null,None,None
2893229.0,null,null,null,null,null,null,None,None
372058.0,null,null,null,null,null,null,None,None
2911302.0,12611967.4788371,12611967.4788371,null,16273539.0366408,16273539.0366408,null,Direct,Direct
2913595.0,null,null,null,null,null,null,None,None
752917.0,null,null,null,null,null,null,None,None
2954303.0,null,null,null,null,null,null,None,None
2828795.0,null,null,null,null,null,null,None,None
2960488.0,null,null,null,null,null,null,None,None
2959787.0,null,null,null,null,null,null,None,None
352426.0,null,null,null,null,null,null,None,None
2945817.0,null,null,null,null,null,null,None,None
2805616.0,null,null,null,null,null,null,None,None
2909958.0,null,null,null,null,null,null,None,None
2785123.0,null,null,null,null,null,null,None,None
2956198.0,null,null,null,null,null,null,None,None
2882503.0,null,null,null,null,null,null,None,None
2877481.0,120704000,120704000,null,51258000,51258000,null,Direct,Direct
2886516.0,null,null,null,null,null,null,None,None
2876131.0,null,null,null,null,null,null,None,None
1523278.0,null,null,null,null,null,null,None,None
2920674.0,null,null,null,null,null,null,None,None
324608.0,null,null,null,null,null,null,None,None
2951038.0,null,null,null,null,null,null,None,None
1088908.0,null,null,null,null,null,null,None,None
1095685.0,null,null,null,null,null,null,None,None
2928991.0,null,null,null,null,null,null,None,None
2949093.0,null,null,null,null,null,null,None,None
2924841.0,null,null,null,null,null,null,None,None
821690.0,null,null,null,null,null,null,None,None
2864501.0,null,null,null,null,null,null,None,None
2890332.0,null,null,null,null,null,null,None,None
214707.0,null,null,null,null,null,null,None,None
2906681.0,null,null,null,null,null,null,None,None
646920.0,null,null,null,null,null,null,None,None
2897457.0,null,null,null,null,null,null,None,None
2848036.0,null,null,null,null,null,null,None,None
2914588.0,null,null,null,null,null,null,None,None
751504.0,null,null,null,null,null,null,None,None
2903586.0,null,null,null,null,null,null,None,None
998222.0,null,null,null,null,null,null,None,None
2840812.0,null,null,null,null,null,null,None,None
2777244.0,534434000,534434000,null,64319000,64319000,null,Direct,Direct
525430.0,null,null,null,null,null,null,None,None
2907706.0,null,null,null,null,null,null,None,None
2911601.0,null,null,null,null,null,null,None,None
2932116.0,null,null,null,null,null,null,None,None
2914767.0,4.497E8,null,4.497E8,1.52555E10,null,1.52555E10,LBR,LBR
2902197.0,null,null,null,null,null,null,None,None
2843602.0,null,null,null,null,null,null,None,None
2959225.0,null,null,null,null,null,null,None,None
2886852.0,187933617.609773,187933617.609773,null,58974299.8732281,58974299.8732281,null,Direct,Direct
2872384.0,null,null,null,null,null,null,None,None
2245518.0,null,null,null,null,null,null,None,None
2858612.0,null,null,null,null,null,null,None,None
2889562.0,null,null,null,null,null,null,None,None
350863.0,null,null,null,null,null,null,None,None
911625.0,null,null,null,null,null,null,None,None
2907652.0,null,null,null,null,null,null,None,None
2875004.0,null,null,null,null,null,null,None,None
2787737.0,null,null,null,null,null,null,None,None
2848230.0,null,null,null,null,null,null,None,None
2821050.0,null,null,null,null,null,null,None,None
2785963.0,null,null,null,null,null,null,None,None
2474564.0,null,null,null,null,null,null,None,None
1005658.0,null,null,null,null,null,null,None,None
362779.0,null,null,null,null,null,null,None,None
2897542.0,null,null,null,null,null,null,None,None
2907891.0,null,null,null,null,null,null,None,None
348480.0,null,null,null,null,null,null,None,None
2845034.0,null,null,null,null,null,null,None,None
1036103.0,null,null,null,null,null,null,None,None
351906.0,null,null,null,null,null,null,None,None
2924474.0,null,null,null,null,null,null,None,None
2923216.0,null,null,null,null,null,null,None,None
2347098.0,null,null,null,null,null,null,None,None
2897651.0,null,null,null,null,null,null,None,None
2940876.0,null,null,null,null,null,null,None,None
1911946.0,null,null,null,null,null,null,None,None
1650952.0,null,null,null,null,null,null,None,None
2914933.0,null,null,null,null,null,null,None,None
2886746.0,null,null,null,null,null,null,None,None
2740186.0,null,null,null,null,null,null,None,None
2893537.0,null,null,null,null,null,null,None,None
2268337.0,null,null,null,null,null,null,None,None
2870792.0,null,null,null,null,null,null,None,None
2877080.0,null,null,null,null,null,null,None,None
2933492.0,null,null,null,null,null,null,None,None
2854507.0,null,null,null,null,null,null,None,None
2718469.0,null,null,null,null,null,null,None,None
2956685.0,null,null,null,null,null,null,None,None
2906364.0,39857000,39857000,null,124055000,124055000,null,Direct,Direct
2749956.0,null,null,null,null,null,null,None,None
2868750.0,null,null,null,null,null,null,None,None
2662001.0,null,null,null,null,null,null,None,None
2856824.0,null,null,null,null,null,null,None,None
2752570.0,null,null,null,null,null,null,None,None
1319828.0,null,null,null,null,null,null,None,None
2896137.0,535299000,535299000,null,387312000,387312000,null,Direct,Direct
2915073.0,null,null,null,null,null,null,None,None
2940317.0,null,null,null,null,null,null,None,None
2821641.0,null,null,null,null,null,null,None,None
2892067.0,null,null,null,null,null,null,None,None
769768.0,null,null,null,null,null,null,None,None
971722.0,null,null,null,null,null,null,None,None
2891171.0,null,null,null,null,null,null,None,None
2794637.0,null,null,null,null,null,null,None,None
2952435.0,null,null,null,null,null,null,None,None
1099899.0,null,null,null,null,null,null,None,None
2916898.0,null,null,null,null,null,null,None,None
2875933.0,1214614000,1214614000,null,524712000,524712000,null,Direct,Direct
2891992.0,17068000,17068000,null,14516000,14516000,null,Direct,Direct
2918284.0,null,null,null,null,null,null,None,None
2810330.0,null,null,null,null,null,null,None,None
2909891.0,null,null,null,null,null,null,None,None
2939300.0,null,null,null,null,null,null,None,None
2947480.0,null,null,null,null,null,null,None,None
2907785.0,27760000,27760000,null,56092000,56092000,null,Direct,Direct
2944926.0,1.274507848E10,null,1.274507848E10,7.628837174E11,null,7.628837174E11,LBR,LBR
2730091.0,null,null,null,null,null,null,None,None
2877005.0,null,null,null,null,null,null,None,None
348237.0,null,null,null,null,null,null,None,None
2955400.0,null,null,null,null,null,null,None,None
2836174.0,null,null,null,null,null,null,None,None
2939062.0,null,null,null,null,null,null,None,None
2945835.0,null,null,null,null,null,null,None,None
2866597.0,null,null,null,null,null,null,None,None
745059.0,null,null,null,null,null,null,None,None
2910476.0,null,null,null,null,null,null,None,None
2922966.0,null,null,null,null,null,null,None,None
2760925.0,36407000,36407000,null,35077000,35077000,null,Direct,Direct
1647163.0,null,null,null,null,null,null,None,None
2947231.0,null,null,null,null,null,null,None,None
2738876.0,null,null,null,null,null,null,None,None
2898308.0,null,null,null,null,null,null,None,None
2958226.0,9.01E8,null,9.01E8,2.2895E10,null,2.2895E10,LBR,LBR
2919118.0,null,null,null,null,null,null,None,None
2914526.0,null,null,null,null,null,null,None,None
1777307.0,null,null,null,null,null,null,None,None
2910635.0,null,null,null,null,null,null,None,None
1349440.0,null,null,null,null,null,null,None,None
861309.0,null,null,null,null,null,null,None,None
2880693.0,null,null,null,null,null,null,None,None
2803344.0,null,null,null,null,null,null,None,None
2900790.0,null,null,null,null,null,null,None,None
2944077.0,9.16119835E9,null,9.16119835E9,8.777782105E11,null,8.777782105E11,LBR,LBR
2883943.0,null,null,null,null,null,null,None,None
2921877.0,null,null,null,null,null,null,None,None
1202927.0,null,null,null,null,null,null,None,None
2868869.0,null,null,null,null,null,null,None,None
2955332.0,null,null,null,null,null,null,None,None
2926091.0,null,null,null,null,null,null,None,None
1119988.0,null,null,null,null,null,null,None,None
2870597.0,null,null,null,null,null,null,None,None
1462565.0,null,null,null,null,null,null,None,None
